ability_id,ability_short_effect_markup,ability_short_effect_html
10028,"Increases {Attack;STAT;ATTACK} and {Defense;STAT;DEFENSE} by 1 stage (i.e. 1.5x if no prior modifiers) when their army is struggling (Army's total strength below <span style=""font-size: 1.3rem"">⅓</span> of opponent's).","Increases <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_attack.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> and <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Defense</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_defense.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> by 1 stage (i.e. 1.5x if no prior modifiers) when their army is struggling (Army's total strength below <span style=""font-size: 1.3rem"">⅓</span> of opponent's)."
10029,Increases {Attack;STAT;ATTACK} and {Defense;STAT;DEFENSE} by 2 stages (i.e. 2.0x if no prior modifiers) when all other allies have been defeated.,"Increases <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_attack.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> and <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Defense</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_defense.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> by 2 stages (i.e. 2.0x if no prior modifiers) when all other allies have been defeated."
10030,The Pokémon can evade enemy moves when on their favorite terrain.,The Pokémon can evade enemy moves when on their favorite terrain.
10031,Applies a 1.5x multiplier to attacks carried out at the start of a turn.,Applies a 1.5x multiplier to attacks carried out at the start of a turn.
10032,Raises {Attack;STAT;ATTACK} in proportion to distance moved.,"Raises <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_attack.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> in proportion to distance moved."
10033,Raises {Attack;STAT;ATTACK} when several {ELECTRIC;TYPE;Electric}-type Pokémon are together.,"Raises <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_attack.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> when several <span style=""background-color: #F2C341; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Electric"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/652e5db0527f39b3f770fc1dd661ebdefdc2b5f2c26a4625fba0a87ce835bd20"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Electric""><span style=""color: rgb(255, 255, 255);"">Electric</span></a></span>-type Pokémon are together."
10034,Improves {Defense;STAT;DEFENSE} on grass.,"Improves <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Defense</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_defense.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> on grass."
10035,The Pokémon can move again after defeating an enemy.,The Pokémon can move again after defeating an enemy.
10036,The Pokémon can sing enemies within a Range of 2 to {sleep;STATUS;sleep}.,"The Pokémon can sing enemies within a Range of 2 to <a href=""/status_conditions/sleep"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>sleep</span><img src=""https://cdn.pokedb.org/95b032e0772eeebe541ef305048f404e8f387a32869b148f0bb17c26c0b18343"" width=""20"" height=""20"" alt=""Status Condition Icon for Sleep"" style=""width: 20px; height: 20px""></a>."
10037,The Pokémon can send enemies within a Range of 2 to {sleep;STATUS;sleep}.,"The Pokémon can send enemies within a Range of 2 to <a href=""/status_conditions/sleep"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>sleep</span><img src=""https://cdn.pokedb.org/95b032e0772eeebe541ef305048f404e8f387a32869b148f0bb17c26c0b18343"" width=""20"" height=""20"" alt=""Status Condition Icon for Sleep"" style=""width: 20px; height: 20px""></a>."
10038,The Pokémon can send enemies within a Range of 2 to {sleep;STATUS;sleep} for a long time.,"The Pokémon can send enemies within a Range of 2 to <a href=""/status_conditions/sleep"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>sleep</span><img src=""https://cdn.pokedb.org/95b032e0772eeebe541ef305048f404e8f387a32869b148f0bb17c26c0b18343"" width=""20"" height=""20"" alt=""Status Condition Icon for Sleep"" style=""width: 20px; height: 20px""></a> for a long time."
10039,"Reduces the {Speed;STAT;SPEED} of enemies within a Range of 2. Reduces nearby enemies' Range as well, by 1 (flooring at 1 before snow penalty)","Reduces the <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Speed</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_speed.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> of enemies within a Range of 2. Reduces nearby enemies' Range as well, by 1 (flooring at 1 before snow penalty)"
10040,Reduces the {accuracy;STAT;ACCURACY} of enemies within a Range of 2.,"Reduces the <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">accuracy</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_accuracy.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> of enemies within a Range of 2."
10041,Increases the Energy of allies within a Range of 2 by 1 stage for one turn.,Increases the Energy of allies within a Range of 2 by 1 stage for one turn.
10042,Increases the {Defense;STAT;DEFENSE} of allies within a Range of 2. (Wears off before the start of enemy turn.),"Increases the <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Defense</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_defense.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> of allies within a Range of 2. (Wears off before the start of enemy turn.)"
10043,The Pokémon is able to collect more gold. (Does not affect gold collected from mining or river of gold),The Pokémon is able to collect more gold. (Does not affect gold collected from mining or river of gold)
10044,The Pokémon is able to collect considerably more gold. (Does not affect gold collected from mining or river of gold),The Pokémon is able to collect considerably more gold. (Does not affect gold collected from mining or river of gold)
10045,"The Pokémon explodes upon fainting, inflicting damage on those within 8 adjacent tiles, scaling with this Pokémon's {Attack;STAT;ATTACK} stat.","The Pokémon explodes upon fainting, inflicting damage on those within 8 adjacent tiles, scaling with this Pokémon's <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_attack.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> stat."
10046,"The Pokémon has the Abilities {Instinct;ABILITY;instinct}, {Mountaineer;ABILITY;mountaineer}, and {Life Force;ABILITY;life-force}, and can inflict damage upon","The Pokémon has the Abilities <a href=""/abilities/instinct"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Instinct</span></a>, <a href=""/abilities/mountaineer"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Mountaineer</span></a>, and <a href=""/abilities/life-force"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Life Force</span></a>, and can inflict damage upon"
10047,"The Pokémon benefits from allied Warrior Skills, wherever they are (excluding Ambition, Desire, Motivate, and Willpower).","The Pokémon benefits from allied Warrior Skills, wherever they are (excluding Ambition, Desire, Motivate, and Willpower)."
10048,Enemies adjacent to the Pokémon have their Range reduced to 0.,Enemies adjacent to the Pokémon have their Range reduced to 0.
10049,Increases Range by 2 (capping at 6) when there are no other Pokémon within three squares.,Increases Range by 2 (capping at 6) when there are no other Pokémon within three squares.
10050,Increases Range by 1.,Increases Range by 1.
10051,Forces hit enemies to switch places with adjacent enemies.,Forces hit enemies to switch places with adjacent enemies.
10052,Raises {Attack;STAT;ATTACK} when the Pokémon is above its target.,"Raises <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_attack.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> when the Pokémon is above its target."
10053,Raises {Attack;STAT;ATTACK} when the Pokémon is below its target.,"Raises <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_attack.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> when the Pokémon is below its target."
10054,Boosts the effectiveness of adjacent allies' {FIRE;TYPE;Fire}-type attacks.,"Boosts the effectiveness of adjacent allies' <span style=""background-color: #D33A30; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Fire"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/9c6764b6f9ae28be9d1df74f41fdda5e49f048c1f5fdabdfc844755bff0c4731"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Fire""><span style=""color: rgb(255, 255, 255);"">Fire</span></a></span>-type attacks."
10055,Boosts the effectiveness of adjacent allies' {WATER;TYPE;Water}-type attacks.,"Boosts the effectiveness of adjacent allies' <span style=""background-color: #4D79BC; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Water"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/53ac01b352ec9dea6c9db4c7f8b99b914098bcf6c63d262280fa3d5e7096a090"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Water""><span style=""color: rgb(255, 255, 255);"">Water</span></a></span>-type attacks."
10056,Raises {Attack;STAT;ATTACK} in proportion to distance moved.,"Raises <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_attack.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> in proportion to distance moved."
10057,"Increases {Attack;STAT;ATTACK}, {Defense;STAT;DEFENSE}, and {Speed;STAT;SPEED} by 0.2x the unmodified stat value for each turn that the Pokémon defeats an enemy (defeating more than one enemy in one turn makes no difference). Lasts the entire battle, unlike other modifiers.","Increases <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_attack.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>, <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Defense</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_defense.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>, and <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Speed</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_speed.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> by 0.2x the unmodified stat value for each turn that the Pokémon defeats an enemy (defeating more than one enemy in one turn makes no difference). Lasts the entire battle, unlike other modifiers."
