id,identifier,name,generation_id,type_id,power,pp,accuracy,priority,move_target_id,damage_category_id,contest_type_id,contest_effect_id,super_contest_effect_id,name_jp,name_jp_romanized,name_fr,name_ger,name_it,name_es,name_kr,name_kr_romanized,name_cn,name_cn_romanized
865,triple-dive,Triple Dive,9,11,30,10,95,0,1,1,,,,トリプルダイブ,Toripuru Daibu,Triple Plongeon,Tauchtriade,Triplo Tuffo,Triple Inmersión,트리플다이브,Triple Dive,三連鑽 / 三连钻,Sāamlìhnjyun / Sānliánzuàn
866,mortal-spin,Mortal Spin,9,4,30,15,100,0,10,1,,,,キラースピン,Kirā Supin,Toupie Éclat,Letalwirbler,Glitturbine,Giro Mortífero,킬러스핀,Killer Spin,晶光轉轉 / 晶光转转,Jīnggwōng Jyúnjyún / Jīngguāng Zhuǎnzhuǎn
867,doodle,Doodle,9,1,0,10,100,0,3,3,,,,うつしえ,Utsushie,Décalquage,Abpausen,Ricalco,Decalcomanía,베껴그리기,Bekkyeogeurigi,描繪 / 描绘,Mìuhkúi / Miáohuì
868,fillet-away,Fillet Away,9,1,0,10,,0,4,3,,,,みをけずる,Mi o Kezuru,Décharnement,Abspaltung,Alleggerimento,Deslome,제살깎기,Jesalkkakgi,甩肉,Lātyuhk / Shuǎiròu
869,kowtow-cleave,Kowtow Cleave,9,17,85,10,,0,1,1,,,,ドゲザン,Dogezan,Génusection,Kniefallspalter,Genufendente,Genufendiente,도각참,Dogakcham,仆斬 / 仆刀,Pūkjáam / Pūzhǎn / Pūdāo
870,flower-trick,Flower Trick,9,12,70,10,,0,1,1,,,,トリックフラワー,Torikku Furawā,Magie Florale,Blumentrick,Prestigiafiore,Truco Floral,트릭플라워,Trick Flower,千變萬花 / 千变万花,Chīnbin-Maahnfā / Qiānbiàn-Wànhuā
871,torch-song,Torch Song,9,10,80,10,100,0,1,2,,,,フレアソング,Furea Songu,Chant Flamboyant,Loderlied,Canzone Ardente,Canto Ardiente,플레어송,Flare Song,閃焰高歌 / 闪焰高歌,Símyihm Gōugō / Shǎnyàn Gāogē
872,aqua-step,Aqua Step,9,11,80,10,100,0,1,1,,,,アクアステップ,Akua Suteppu,Danse Aquatique,Wogentanz,Idroballetto,Danza Acuática,아쿠아스텝,Aqua Step,流水旋舞,Làuhséui Syùhnmóuh / Liúshuǐ Xuànwǔ
873,raging-bull,Raging Bull,9,1,90,10,100,0,1,1,,,,レイジングブル,Reijingu Buru,Taurogne,Rasender Stier,Scatenatoro,Furia Taurina,레이징불,Raging Bull,怒牛,Nouhngàuh / Nùniú
874,make-it-rain,Make It Rain,9,9,120,5,100,0,10,2,,,,ゴールドラッシュ,Gōrudo Rasshu,Ruée d'Or,Goldrausch,Corsa all'Oro,Fiebre Dorada,골드러시,Gold Rush,淘金潮,Tòuhgām Chìuh / Táojīn Cháo
875,psyblade,Psyblade,9,14,80,15,100,0,1,1,,,,サイコブレイド,Saiko Bureido,Lame Psychique,Psychoschneide,Psicolama,Psicohojas,사이코블레이드,Psycho Blade,精神劍,Jīngsàhn Gim / Jīngshén Jiàn
876,hydro-steam,Hydro Steam,9,11,80,15,100,0,1,2,,,,ハイドロスチーム,Haidoro Suchīmu,Hydrovapeur,Hydrodampf,Idrovapore,Hidrovapor,하이드로스팀,Hydro Steam,水蒸氣 / 水蒸气,Séui Jīnghei / Shuǐ Zhēngqì
877,ruination,Ruination,9,17,1,10,90,0,1,2,,,,カタストロフィ,Katasutorofi,Cataclysme,Verderben,Catastrofe,Calamidad,카타스트로피,Catastrophe,大災難 / 大灾难,Daaih Jōinaahn / Dà Zāinàn
878,collision-course,Collision Course,9,2,100,5,100,0,1,1,,,,アクセルブレイク,Akuseru Bureiku,Nitro Crash,Kollisionskurs,Turboschianto,Nitrochoque,액셀브레이크,Accel Break,全開猛撞 / 全开猛撞,Chyùhnhōi Máahngjohng / Quánkāi Měngzhuàng
879,electro-drift,Electro Drift,9,13,100,5,100,0,1,2,,,,イナズマドライブ,Inazuma Doraibu,Turbo Volt,Blitztour,Fulmiscatto,Electroderrape,라이트닝드라이브,Lightning Drive,閃電猛衝 / 闪电猛冲,Símdihn Máahngchūng / Shǎndiàn Měngchōng
880,shed-tail,Shed Tail,9,1,0,10,,0,4,3,,,,しっぽきり,Shippo Kiri,Queulonage,Schwanzabwurf,Tagliacoda,Autotomía,꼬리자르기,Kkori Jareugi,斷尾 / 断尾,Tyúhnméih / Duànwěi
881,chilly-reception,Chilly Reception,9,15,0,10,,0,13,3,,,,さむいギャグ,Samui Gyagu,Neigeux de Mots,Eisige Stimmung,Freddura,Fría Acogida,썰렁개그,Sseolleong Gag,冷笑話 / 冷笑话,Láahng Siuwá / Lěng Xiàohuà
882,tidy-up,Tidy Up,9,1,0,10,,0,4,3,,,,おかたづけ,Okatadzuke,Grand Nettoyage,Aufräumen,Pulizie,Limpieza General,정리정돈,Jeongri Jeongdon,大掃除 / 大扫除,Daaihsouchèuih / Dàsǎochú
883,snowscape,Snowscape,9,15,0,10,,0,13,3,,,,ゆきげしき,Yuki Geshiki,Chute de Neige,Schneelandschaft,Vista Innevata,Paisaje Nevado,설경,Seolgyeong,雪景,Syutgíng / Xuějǐng
884,pounce,Pounce,9,7,50,20,100,0,1,1,,,,とびつく,Tobitsuku,Bond,Anspringen,Balzo,Brinco,달려들기,Dallyeodeulgi,蟲撲 / 虫扑,Chùhng Pūk / Chóng Pū
885,trailblaze,Trailblaze,9,12,50,20,100,0,1,1,,,,くさわけ,Kusa Wake,Désherbaffe,Wegbereiter,Apripista,Abrecaminos,개척하기,Gaecheokhagi,起草,Héichóu / Qǐcǎo
886,chilling-water,Chilling Water,9,11,50,20,100,0,1,2,,,,ひやみず,Hiya Mizu,Douche Froide,Kalte Dusche,Doccia Fredda,Agua Fría,찬물끼얹기,Chanmul Kkieongi,潑冷水 / 泼冷水,Put Láahngséui / Pō Lěngshuǐ
887,hyper-drill,Hyper Drill,9,1,100,5,100,0,1,1,,,,ハイパードリル,Haipā Doriru,Hyperceuse,Hyperbohrer,Ipertrapano,Hipertaladro,하이퍼드릴,Hyper Drill,強力鑽 / 强力钻,Kèuhnglihk Jyun / Qiánglì Zuàn
888,twin-beam,Twin Beam,9,14,40,10,100,0,1,2,,,,ツインビーム,Tsuin Bīmu,Double Laser,Doppelstrahl,Doppioraggio,Láser Doble,트윈빔,Twin Beam,雙光束 / 双光束,Sēung Gwōngchūk / Shuāng Guāngshù
889,rage-fist,Rage Fist,9,8,50,10,100,0,1,1,,,,ふんどのこぶし,Fundo no Kobushi,Poing de Colère,Zornesfaust,Pugno Furibondo,Puño Furia,분노의주먹,Bunno-ui Jumeok,憤怒之拳 / 愤怒之拳,Fáhnnouh jī Kyùhn / Fènnù zhī Quán
890,armor-cannon,Armor Cannon,9,10,120,5,100,0,1,2,,,,アーマーキャノン,Āmā Kyanon,Canon Blindé,Rüstungskanone,Corazza Cannone,Cañón Armadura,아머캐논,Armor Cannon,鎧農炮 / 铠农炮,Hói-nùhngpàauh / Kǎi-nóngpào
891,bitter-blade,Bitter Blade,9,10,90,10,100,0,1,1,,,,むねんのつるぎ,Munen no Tsurugi,Lame en Peine,Reueschwert,Lama del Rimorso,Espada Lamento,원념의칼,Wonnyeom-ui Kal,悔念劍 / 悔念剑,Fuinihm Gim / Huǐniàn Jiàn
892,double-shock,Double Shock,9,13,120,5,100,0,1,1,,,,でんこうそうげき,Denkō Sōgeki,Double Décharge,Zweifachladung,Doppiolampo,Electropalmas,전광쌍격,Jeongwang Ssanggyeok,電光雙擊 / 电光双击,Dihngwōng Sēunggīk / Diànguāng Shuāngjí / Diànguāng Shuāngjī
893,gigaton-hammer,Gigaton Hammer,9,9,160,5,100,0,1,1,,,,デカハンマー,Deka Hanmā,Marteau Mastoc,Riesenhammer,Granmartello,Martillo Colosal,거대해머,Geodae Hammer,巨力錘 / 巨力锤,Geuihlihk Chèuih / Jùlì Chuí
894,comeuppance,Comeuppance,9,17,1,10,100,0,16,1,,,,ほうふく,Hōfuku,Vindicte,Vendetta,Ritorsione,Resarcimiento,앙갚음,Anggap-eum,復仇 / 复仇,Fuhksàuh / Fùchóu
895,aqua-cutter,Aqua Cutter,9,11,70,20,100,0,1,1,,,,アクアカッター,Akua Kattā,Tranch'Aqua,Aquaschnitt,Idrotaglio,Tajo Acuático,아쿠아커터,Aqua Cutter,水波刀,Séuibōdōu / Shuǐbōdāo
896,blazing-torque,Blazing Torque,9,10,80,10,100,0,1,1,,,,バーンアクセル,Bān Akuseru,Crash Brûlant,Hitzeturbo,Turboustione,Pirochoque,번액셀,Burn Axel,灼熱暴衝 / 灼热暴冲,Jeukyiht Bouhchūng / Zhuórè Bàochōng
897,wicked-torque,Wicked Torque,9,17,80,10,100,0,1,1,,,,ダークアクセル,Dāku Akuseru,Crash Obscur,Finsterturbo,Turbotenebra,Ominochoque,Dark Axel,다크액셀,黑暗暴衝 / 黑暗暴冲,Hāk'am Bouhchūng / Hēi'àn Bàochōng
898,noxious-torque,Noxious Torque,9,4,100,10,100,0,1,1,,,,ポイズンアクセル,Poizun Akuseru,Crash Toxique,Toxiturbo,Turbotossina,Ponzochoque,Poison Axel,포이즌액셀,劇毒暴衝 / 剧毒暴冲,Kehkduhk Bouhchūng / Jùdú Bàochōng
899,combat-torque,Combat Torque,9,2,100,10,100,0,1,1,,,,ファイトアクセル,Faito Akuseru,Crash Musclé,Raufturbo,Turborissa,Pugnachoque,Fight Axel,파이트액셀,格鬥暴衝 / 格斗暴冲,Gaakdau Bouhchūng / Gédòu Bàochōng
900,magical-torque,Magical Torque,9,18,100,10,100,0,1,1,,,,マジカルアクセル,Majikaru Akuseru,Crash Magique,Zauberturbo,Turboincanto,Feerichoque,Magical Axel,매지컬액셀,魔法暴衝 / 魔法暴冲,Mōfaat Bouhchūng / Mófǎ Bàochōng
901,blood-moon,Blood Moon,9,1,140,5,100,0,1,2,,,,ブラッドムーン,Buraddo Mūn,Lune Rouge,Blutmond,Luna Rossa,Luna Roja,블러드문,Beulleodeu Mun,血月,Xiěyuè / Xuèyuè / Hyutyuht
902,matcha-gotcha,Matcha Gotcha,9,12,80,15,90,0,10,2,,,,シャカシャカほう,Shakashaka-Hō,Mortier Matcha,Quirlschuss,Spruzzatè,Cañón Batidor,휘적휘적포,Hwijeok-Hwijeok Po,刷刷茶炮,Shuāshuā Chápào / Chaatchaat Chàhpaau
903,syrup-bomb,Syrup Bomb,9,12,60,10,85,0,1,2,,,,みずあめボム,Mizu Ame Bom,Bombe au Sirop,Sirupbombe,Bomba Sciroppata,Bomba Caramelo,시럽봄,Syrup Bomb,糖漿炸彈 / 糖浆炸弹,Tángjiāng Zhàdàn / Tòhngjēung Jadáan
904,ivy-cudgel,Ivy Cudgel,9,12,100,10,100,0,1,1,,,,ツタこんぼう,Tsuta Konbō,Massue Liane,Rankenkeule,Clava di Liane,Garrote Liana,덩굴방망이,Deong-Gulbangmang-I,棘藤棒,Jí Téng Bàng / Kīk Tàhng Páahng
905,electro-shot,Electro Shot,9,13,130,10,100,0,1,2,,,,エレクトロビーム,Erekutoro Bīmu,Fulgurayon,Stromstrahl,Elettroraggio,Electrorrayo,일렉트로빔,Electrobeam,電光束 / 电光束,Dihn Gwōngchūk / Diàn Guāngshù
906,tera-starstorm,Tera Starstorm,9,1,120,5,100,0,1,4,,,,テラクラスター,Tera Kurasutā,Pluie Térastrale,Tera-Sternhagel,Teracluster,Teraclúster,테라클러스터,Tera Keulleoseuteo,晶光星群,Jīnggwōng Sīngkwàhn / Jīngguāng Xīngqún
907,fickle-beam,Fickle Beam,9,16,80,5,100,0,1,2,,,,きまぐレーザー,Kimagu-rēzā,Laser Hasard,Launenlaser,Irregolaser,Láser Veleidoso,변덕레이저,Byeondeok Leijeo,隨機光 / 随机光,Chèuihgēi Gwōng / Suíjī Guāng
908,burning-bulwark,Burning Bulwark,9,10,0,10,,4,4,3,,,,かえんのまもり,Kaen no Mamori,Rempart Brûlant,Flammenschild,Egida Ignea,Llama Protectora,화염의수호,Hwayeom-ui Suho,火焰守護 / 火焰守护,Fóyihm Sáuwuh / Huǒyàn Shǒuhù
909,thunderclap,Thunderclap,9,13,70,5,100,1,1,2,,,,じんらい,Jinrai,Vif Éclair,Sturmblitz,Saetta,Relámpago Súbito,질풍신뢰,Jilpung Silloe,迅雷,Seunlèuih / Xùnléi
910,mighty-cleave,Mighty Cleave,9,6,95,5,100,0,1,1,,,,パワフルエッジ,Pawafuru Ejji,Lame Puissante,Wuchtklinge,Taglio Poderoso,Filo Potente,파워풀에지,Pawopul Eji,強刃攻擊 / 强刃攻击,Kèuhngyahn Gūnggīk / Qiángrèn Gōngjí / Qiángrèn Gōngjī
911,tachyon-cutter,Tachyon Cutter,9,9,50,10,,0,1,2,,,,タキオンカッター,Takion Kattā,Lame Tachyonique,Tachyon-Schnitt,Tachiontaglio,Tajo Taquión,타키온커터,Takion Keoteo,迅子利刃,Seunjí Leihyahn / Xùnzi Lìrèn
912,hard-press,Hard Press,9,9,0,10,100,0,1,1,,,,ハードプレス,Hādo Puresu,Pression Extrême,Stahlpresse,Pressa d’Acciaio,Prensa Metálica,하드프레스,Hadeu Peureseu,硬壓 / 硬压,Ngaahng'aat / Yìngyā
913,dragon-cheer,Dragon Cheer,9,16,0,15,,0,8,3,,,,ドラゴンエール,Doragon Ēru,Cri Draconique,Drachenschrei,Grido del Drago,Bramido Dragón,드래곤옐,Deuraegon Yel,龍聲鼓舞 / 龙声鼓舞,Lóngsīng Gúmóuh / Lóngshēng Gǔwǔ
914,alluring-voice,Alluring Voice,9,18,80,10,100,0,1,2,,,,みわくのボイス,Miwaku no Boisu,Voix Envoûtante,Lockstimme,Ammaliavoce,Canto Encantador,매혹의보이스,Maehok-ui Boiseu,魅誘之聲 / 魅诱之声,Mèiyòu zhī Shēng / Mèiyòu zhī Shēng
915,temper-flare,Temper Flare,9,10,75,10,100,0,1,1,,,,やけっぱち,Yakeppachi,Indignition,Frustflamme,Rabbia Bruciante,Cólera Ardiente,열불내기,Yeolbullaegi,豁出去,Kutchēutheui / Huòchūqù / Huōchuqu
916,supercell-slam,Supercell Slam,9,13,100,15,95,0,1,1,,,,サンダーダイブ,Sandā Daibu,Volt Assaut,Donnerstoß,Elettrotuffo,Plancha Voltaica,썬더다이브,Sseondeo Daibeu,閃電強襲 / 闪电强袭,Símdihn Kèuhngjaahp / Shǎndiàn Qiángxí
917,psychic-noise,Psychic Noise,9,14,75,10,100,0,1,2,,,,サイコノイズ,Saiko Noizu,Dissonance Psy,Psycholärm,Psicorumore,Psicorruido,사이코노이즈,Saikonoijeu,精神噪音,Jīngsàhn Chouyām / Jīngshén Zàoyīn
918,upper-hand,Upper Hand,9,2,65,15,100,3,1,1,,,,はやてがえし,Hayate Gaeshi,Prio-Parade,Schnellkonter,Colpo di Mano,Palma Rauda,기선제압,Giseon Jeap,快手還擊 / 快手还击,Faaisáu Wàahngīk / Kuàishǒu Huánjí / Kuàishǒu Huánjī
919,malignant-chain,Malignant Chain,9,4,100,5,100,0,1,2,,,,じゃどくのくさり,Jadoku no Kusari,Chaîne Malsaine,Giftkettung,Intossicatena,Cadena Virulenta,악독사슬,Akdok Saseul,邪毒鎖鏈 / 邪毒锁链,Chèhduhk Sólihn / Xiédú Suǒliàn
920,g-max-vine-lash,G-Max Vine Lash,8,12,,1,100,0,1,4,,,,キョダイベンタツ,Kyodai Bentatsu,Fouet G-Max,Giga-Geißel,Gigasferzata,Gigalianas,거다이편달,Geodai Pyeondal,超極巨灰飛鞭滅 / 超极巨灰飞鞭灭,Chīu Gihkgeuih Fūifēi-Bīnmiht / Chāo Jíjù Huīfēi-Biānmiè
921,g-max-wildfire,G-Max Wildfire,8,10,,1,100,0,1,4,,,,キョダイゴクエン,Kyodai Gokuen,Fournaise G-Max,Giga-Feuerflug,Gigavampa,Gigallamarada,거다이옥염,Geodai Og-yeom,超極巨地獄滅焰 / 超极巨地狱灭焰,Chīu Gihkgeuih Deihyuhk Mihtyihm / Chāo Jíjù Dìyù Mièyàn
922,g-max-cannonade,G-Max Cannonade,8,11,,1,100,0,1,4,,,,キョダイホウゲキ,Kyodai Hōgeki,Canonnade G-Max,Giga-Beschuss,Gigacannonata,Gigacañonazo,거다이포격,Geodai Pogyeok,超極巨水砲轟滅 / 超极巨水炮轰灭,Chīu Gihkgeuih Séuipaau Gwāngmiht / Chāo Jíjù Shuǐpào Hōngmiè
923,g-max-befuddle,G-Max Befuddle,8,7,,1,100,0,1,4,,,,キョダイコワク,Kyodai Kowaku,Illusion G-Max,Giga-Benebelung,Gigastupore,Gigaestupor,거다이고혹,Geodai Gohok,超極巨蝶影蠱惑 / 超极巨蝶影蛊惑,Chīu Gihkgeuih Dihpyíng Gúwaahk / Chāo Jíjù Diéyǐng Gǔhuò
924,g-max-volt-crash,G-Max Volt Crash,8,13,,1,100,0,1,4,,,,キョダイバンライ,Kyodai Banrai,Foudre G-Max,Giga-Blitzhagel,Gigapikafolgori,Gigatronada,거다이만뢰,Geodai Malloe,超極巨萬雷轟頂 / 超极巨万雷轰顶,Chīu Gihkgeuih Maahnlèuihgwāngdǐng / Chāo Jíjù Wànléihōngdǐng
925,g-max-gold-rush,G-Max Gold Rush,8,1,,1,100,0,1,4,,,,キョダイコバン,Kyodai Koban,Pactole G-Max,Giga-Münzregen,Gigamonete,Gigamonedas,거다이금화,Geodai Geumhwa,超極巨特大金幣 / 超极巨特大金币,Chīu Gihkgeuih Dahkdaaih Gāmbaih / Chāo Jíjù Tèdà Jīnbì
926,g-max-chi-strike,G-Max Chi Strike,8,2,,1,100,0,1,4,,,,キョダイシンゲキ,Kyodai Shingeki,Frappe G-Max,Giga-Fokusschlag,Gigapugnointuito,Gigapuñición,거다이회심격,Geodai Hoesimgyeok,超極巨會心一擊 / 超极巨会心一击,Chīu Gihkgeuih Wuihsām Yātgīk / Chāo Jíjù Huìxīn Yījí / Chāo Jíjù Huìxīn Yījī
927,g-max-terror,G-Max Terror,8,8,,1,100,0,1,4,,,,キョダイゲンエイ,Kyodai Gen-ei,Hantise G-Max,Giga-Spuksperre,Gigaillusione,Gigaaparición,거다이환영,Geodai Hwanyeong,超極巨幻影幽魂 / 超极巨幻影幽魂,Chīu Gihkgeuih Waahnyíng Yāuwàhn / Chāo Jíjù Huànyǐng Yōuhún
928,g-max-foam-burst,G-Max Foam Burst,8,11,,1,100,0,1,4,,,,キョダイホウマツ,Kyodai Hōmatsu,Bulles G-Max,Giga-Schaumbad,Gigaschiuma,Gigaespuma,거다이포말,Geodai Pomal,超極巨激漩泡渦 / 超极巨激漩泡涡,Chīu Gihkgeuih Gīksyùhn Póuhwō / Chāo Jíjù Jīxuán Pàowō
929,g-max-resonance,G-Max Resonance,8,15,,1,100,0,1,4,,,,キョダイセンリツ,Kyodai Senritsu,Résonance G-Max,Giga-Melodie,Gigamelodia,Gigamelodía,거다이선율,Geodai Seonyul,超極巨極光旋律 / 超极巨极光旋律,Chīu Gihkgeuih Gihkgwōng Syùhnleuht / Chāo Jíjù Jíguāng Xuánlǜ
930,g-max-cuddle,G-Max Cuddle,8,1,,1,100,0,1,4,,,,キョダイホーヨー,Kyodai Hōyō,Câlin G-Max,Giga-Gekuschel,Gigabbraccio,Gigaternura,거다이포옹,Geodai Po-ong,超極巨熱情擁抱 / 超极巨热情拥抱,Chīu Gihkgeuih Yihtchìhng Mihtyihm / Chāo Jíjù Rèqíng Yǒngbào / Chāo Jíjù Rèqíng Yōngbào
931,g-max-replenish,G-Max Replenish,8,1,,1,100,0,1,4,,,,キョダイサイセイ,Kyodai Saisei,Récolte G-Max,Giga-Recycling,Gigarinnovamento,Gigarreciclaje,거다이재생,Geodai Chaesaeng,超極巨資源再生 / 超极巨资源再生,Chīu Gihkgeuih Jīyùhn / Chāo Jíjù Zīyuán Joisāng
932,g-max-malodor,G-Max Malodor,8,4,,1,100,0,1,4,,,,キョダイシュウキ,Kyodai Shūki,Pestilence G-Max,Giga-Gestank,Gigafetore,Gigapestilencia,거다이악취,Geodai Akchwi,超極巨臭氣沖天 / 超极巨臭气冲天,Chīu Gihkgeuih Chauhei Chūngtīn / Chāo Jíjù Chòuqì Chōngtiān
933,g-max-meltdown,G-Max Meltdown,8,9,,1,100,0,1,4,,,,キョダイユウゲキ,Kyodai Yūgeki,Fonte G-Max,Giga-Schmelze,Gigaliquefazione,Gigafundido,거다이융격,Geodai Yunggeok,超極巨液金熔擊 / 超极巨液金熔击,Chīu Gihkgeuih Yùhnggīk / Chāo Jíjù Yèjīn Róngjī
934,g-max-drum-solo,G-Max Drum Solo,8,12,160,1,100,0,1,4,,,,キョダイコランダ,Kyodai Koranda,Percussion G-Max,Giga-Getrommel,Gigarullio,Gigarredoble,거다이난타,Geodai Nanta,超極巨狂擂亂打 / 超极巨狂擂乱打,Chīu Gihkgeuih Kwòhnglèuih-Lyuhndá / Chāo Jíjù Kuángléi-Luàndǎ
935,g-max-fireball,G-Max Fireball,8,10,160,1,100,0,1,4,,,,キョダイカキュウ,Kyodai Kakyū,Pyroball G-Max,Giga-Brandball,Gigafiammopalla,Gigaesfera Ígnea,거다이화염구,Geodai Hwayeomgu,超極巨破陣火球 / 超极巨破阵火球,Chīu Gihkgeuih Pojahn Fókàuh / Chāo Jíjù Pòzhèn Huǒqiú
936,g-max-hydrosnipe,G-Max Hydrosnipe,8,11,160,1,100,0,1,4,,,,キョダイソゲキ,Kyodai Sogeki,Gâchette G-Max,Giga-Schütze,Gigasparomirato,Gigadisparo,거다이저격,Geodai Jeogyeok,超極巨狙擊神射 / 超极巨狙击神射,Chīu Gihkgeuih Jēuigīk Sàhnseh / Chāo Jíjù Jūjī Shénshè
937,g-max-wind-rage,G-Max Wind Rage,8,3,,1,100,0,1,4,,,,キョダイフウゲキ,Kyodai Fūgeki,Rafale G-Max,Giga-Sturmstoß,Gigaciclone,Gigahuracán,거다이풍격,Geodai Punggyeok,超極巨旋風襲捲 / 超极巨旋风袭卷,Chīu Gihkgeuih Syùhnfūng Jaahpgyún / Chāo Jíjù Xuànfēng Xíjuǎn
938,g-max-gravitas,G-Max Gravitas,8,14,,1,100,0,1,4,,,,キョダイテンドウ,Kyodai Tendō,Ondes G-Max,Giga-Astrowellen,Gigagravitoforza,Gigabóveda,거다이천도,Geodai Cheondo,超極巨天道七星 / 超极巨天道七星,Chīu Gihkgeuih Tīndouh Chātsīng / Chāo Jíjù Tiāndào Qīxīng
939,g-max-stonesurge,G-Max Stonesurge,8,11,,1,100,0,1,4,,,,キョダイガンジン,Kyodai Ganjin,Récif G-Max,Giga-Geröll,Gigarocciagetto,Gigatrampa Rocas,거다이암진,Geodai Amjin,超極巨岩陣以待 / 超极巨岩阵以待,Chīu Gihkgeuih Ngàahmjahn Yíh Doih / Chāo Jíjù Yánzhèn Yǐ Dài
940,g-max-volcalith,G-Max Volcalith,8,6,,1,100,0,1,4,,,,キョダイフンセキ,Kyodai Funseki,Téphra G-Max,Giga-Schlacke,Gigalapilli,Gigarroca Ígnea,거다이분석,Geodai Bunseok,超極巨炎石噴發 / 超极巨炎石喷发,Chīu Yìhmsehk Panfaat / Chāo Jíjù Yánshí Pēnfā
941,g-max-tartness,G-Max Tartness,8,12,,1,100,0,1,4,,,,キョダイサンゲキ,Kyodai Sangeki,Corrosion G-Max,Giga-Säureguss,Gigattaccoacido,Gigacorrosión,거다이산격,Geodai Sangyeok,超極巨酸不溜丟 / 超极巨酸不溜丟,Chīu Gihkgeuih Syūnbātlauhdīu / Chāo Jíjù Suānbuliūdiū
942,g-max-sweetness,G-Max Sweetness,8,12,,1,100,0,1,4,,,,キョダイカンロ,Kyodai Kanro,Nectar G-Max,Giga-Nektarflut,Gigambrosia,Giganéctar,거다이감로,Geodai Gamno,超極巨瓊漿玉液 / 超极巨琼浆玉液,Chīu Gihkgeuih Kìhngjēung-Yuhkyihk / Chāo Jíjù Qióngjiāng-Yùyè
943,g-max-sandblast,G-Max Sandblast,8,5,,1,100,0,1,4,,,,キョダイサジン,Kyodai Sajin,Enlisement G-Max,Giga-Sandstoß,Gigavortisabbia,Gigapolvareda,거다이사진,Geodai Sajin,超極巨沙塵漫天 / 超极巨沙尘漫天,Chīu Gihkgeuih Sāchàhn Maahntīn / Chāo Jíjù Shāchén Màntiān
944,g-max-stun-shock,G-Max Stun Shock,8,13,,1,100,0,1,4,,,,キョダイカンデン,Kyodai Kanden,Choc G-Max,Giga-Voltschlag,Gigatoxiscossa,Gigadescarga,거다이감전,Geodai Gamjeon,超極巨異毒電場 / 超极巨异毒电场,Chīu Gihkgeuih Yihduhk Dihnchèuhng / Chāo Jíjù Yìdú Diànchǎng
945,g-max-centiferno,G-Max Centiferno,8,10,,1,100,0,1,4,,,,キョダイヒャッカ,Kyodai Hyakka,Combustion G-Max,Giga-Feuerkessel,Gigamillefiamme,Gigacienfuegos,거다이백화,Geodai Baekhwa,超極巨百火焚野 / 超极巨百火焚野,Chīu Gihkgeuih Baakfó Fàhn / Chāo Jíjù Bǎihuǒ Fényě
946,g-max-smite,G-Max Smite,8,18,,1,100,0,1,4,,,,キョダイテンバツ,Kyodai Tenbatsu,Sentence G-Max,Giga-Sanktion,Gigacastigo,Gigacastigo,거다이천벌,Geodai Cheonbeol,超極巨天譴雷誅 / 超极巨天谴雷诛,Chīu Gihkgeuih Tīnhín-Lèuihjyū / Chāo Jíjù Tiānqiǎn-Léizhū
947,g-max-snooze,G-Max Snooze,8,17,,1,100,0,1,4,,,,キョダイスイマ,Kyodai Suima,Torpeur G-Max,Giga-Gähnzwang,Gigatorpore,Gigasopor,거다이수마,Geodai Suma,超極巨睡魔降臨 / 超极巨睡魔降临,Chīu Gihkgeuih Seuihmō Gonglàhm / Chāo Jíjù Shuìmó Jiànglín
948,g-max-finale,G-Max Finale,8,18,,1,100,0,1,4,,,,キョダイダンエン,Kyodai Dan-en,Cure G-Max,Giga-Lichtblick,Gigagranfinale,Gigacolofón,거다이단원,Geodai Danwon,超極巨幸福圓滿 / 超极巨幸福圆满,Chīu Gihkgeuih Hahngfūk Yùhnmúhn / Chāo Jíjù Xìngfú Yuánmǎn
949,g-max-steelsurge,G-Max Steelsurge,8,9,,1,100,0,1,4,,,,キョダイコウジン,Kyodai Kōjin,Percée G-Max,Giga-Stahlschlag,Gigaferroaculei,Gigatrampa Acero,거다이강철진,Geodai Gangcheoljin,超極巨鋼鐵陣法 / 超极巨钢铁阵法,Chīu Gihkgeuih Gongtit Jahnfaat / Chāo Jíjù Gāngtiě Zhènfǎ
950,g-max-depletion,G-Max Depletion,8,16,,1,100,0,1,4,,,,キョダイゲンスイ,Kyodai Gensui,Usure G-Max,Giga-Dämpfer,Gigalogoramento,Gigadesgaste,거다이감쇠,Geodai Gamsoe,超極巨劣化衰變 / 超极巨劣化衰变,Chīu Gihkgeuih Lyutfa-Sēuibin / Chāo Jíjù Lièhuà-Shuāibiàn
951,g-max-one-blow,G-Max One Blow,8,17,,1,100,0,1,4,,,,キョダイイチゲキ,Kyodai Ichigeki,Coup Final G-Max,Giga-Einzelhieb,Gigasingolcolpo,Gigagolpe Brusco,거다이일격,Geodai Ilgyeok,超極巨奪命一擊 / 超极巨夺命一击,Chīu Gihkgeuih Dyuhtmihng Yātgīk / Chāo Jíjù Duómìng Yījí
952,g-max-rapid-flow,G-Max Rapid Flow,8,11,,1,100,0,1,4,,,,キョダイレンゲキ,Kyodai Rengeki,Multicoup G-Max,Giga-Multihieb,Gigapluricolpo,Gigagolpe Fluido,거다이연격,Geodai Yeongyeok,超極巨流水連擊 / 超极巨流水连击,Chīu Gihkgeuih Làuhséui Lìhngīk / Chāo Jíjù Liúshuǐ Liánjí
