identifier,name,default_item_sprite,default_item_sprite_small,item_category_identifier,introduced_in_generation_id,is_consumable,is_holdable,is_field_usable,description,notes,is_battle_usable
tm184,TM184,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught varies by game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm185,TM185,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm186,TM186,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm187,TM187,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,,false
tm188,TM188,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm189,TM189,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm190,TM190,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm191,TM191,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move varies by game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm192,TM192,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move depending on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm193,TM193,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm194,TM194,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm195,TM195,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm196,TM196,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,true,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm197,TM197,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm198,TM198,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,,false
tm199,TM199,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm200,TM200,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm201,TM201,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,true,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Generation IX, TMs can only be used once.",false
tm202,TM202,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the specific move depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm203,TM203,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,true,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm204,TM204,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move varies by game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm205,TM205,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Generation IX, TMs can only be used once.",false
tm206,TM206,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm207,TM207,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,true,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm208,TM208,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm209,TM209,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm210,TM210,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Generation IX, TMs can only be used once.",false
tm211,TM211,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move it teaches depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm212,TM212,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm213,TM213,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Generation IX, TMs can only be used once.",false
tm214,TM214,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",,false
tm215,TM215,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,true,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm216,TM216,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.",The move taught by TM216 differs depending on the game.,false
tm217,TM217,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm218,TM218,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm219,TM219,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move varies by game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm220,TM220,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm221,TM221,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,"A Technical Machine that teaches a compatible Pokémon a move, which varies by game.","In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm222,TM222,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,true,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm223,TM223,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm224,TM224,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,,false
tm225,TM225,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm226,TM226,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm227,TM227,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Generation IX, TMs can only be used once.",false
tm228,TM228,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move. The move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tm229,TM229,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559f,https://cdn.pokedb.org/eb6a747341b654930bfc8f80ecaea82de87144faecfd38e3a5e60d7d6a50559fw20h20,technical-machines,9,true,false,false,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,"In Pokémon Scarlet and Violet, TMs can only be used once.",false
tmv-pass,TMV Pass,https://cdn.pokedb.org/978f21b760c870e1687db5c883369630f4a66c01166462dd62ea26a444434898,https://cdn.pokedb.org/978f21b760c870e1687db5c883369630f4a66c01166462dd62ea26a444434898w20h20,key-items,6,false,false,true,A commuter pass that allows the holder to ride the TMV between Lumiose City and Kiloude City at any time.,,false
toedscool-flaps,Toedscool Flaps,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Toedscool or Toedscruel that can be used to craft TMs at the TM Machine.,,false
tofu,Tofu,https://cdn.pokedb.org/3523fd132c619244239f5048d9a9f49d33b1da0a95df392d7c87bd652facd047,https://cdn.pokedb.org/3523fd132c619244239f5048d9a9f49d33b1da0a95df392d7c87bd652facd047w20h20,ingredients,9,true,false,true,An ingredient with a touch of sweetness used in making sandwiches.,,false
tomato,Tomato,https://cdn.pokedb.org/50412fd04de1853439be3e3fe01f58b9ae3ce9c3d664c6fbf278079f4a08b395,https://cdn.pokedb.org/50412fd04de1853439be3e3fe01f58b9ae3ce9c3d664c6fbf278079f4a08b395w20h20,ingredients,9,true,false,true,"A very tart ingredient with many savory elements, used for making sandwiches.",,false
torkoal-coal,Torkoal Coal,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Torkoal that can be used to craft TMs at the TM Machine.,,false
torn-journal,Torn Journal,,,key-items,8,false,false,false,"An old, stab-bound diary in a traditional style that has been torn and is missing the latter half of its pages.",Has a more complete version known as the Old Journal. Cannot be read again once picked up.,false
tough-candy,Tough Candy,https://cdn.pokedb.org/3158934a09327e59e17a028d1ee592d9488da186d58509aed861272a0e5b90e1,https://cdn.pokedb.org/3158934a09327e59e17a028d1ee592d9488da186d58509aed861272a0e5b90e1w20h20,candy,7,true,false,true,A stat-based candy that increases a Pokémon's Defense AV.,,false
tough-candy-l,Tough Candy L,https://cdn.pokedb.org/98b549d2436c7ed1f211cf1c6f420ca87ca0f73fc59a589f5bc6a46c2b38b926,https://cdn.pokedb.org/98b549d2436c7ed1f211cf1c6f420ca87ca0f73fc59a589f5bc6a46c2b38b926w20h20,candy,7,true,false,true,A large candy that increases a Pokémon’s Defense when used on Pokémon of at least level 30.,,false
tough-candy-xl,Tough Candy XL,https://cdn.pokedb.org/172b63c7f7d79b4b4fb3000811f324416f352ca7e239ec77cb62b01cdf948e94,https://cdn.pokedb.org/172b63c7f7d79b4b4fb3000811f324416f352ca7e239ec77cb62b01cdf948e94w20h20,stat-candy,7,true,false,true,A huge candy that increases a Pokémon’s Defense when given to a Pokémon of at least Lv. 60.,Increases Defense AV in Let's Go games.,false
