item_identifier,version_identifier,item_acquisition_type_identifier,item_acquisition_subtype_identifier,location_area_identifier,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,pokemon_currency_identifier,required_badge,unlock_condition,notes
tm129,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store (The Indigo Disk),true,false,true,,,15,battle-points,,Only in The Indigo Disk,
tm129,violet,crafting,recipe,,TM Machine,true,false,true,,,3000,league-points,,,Requires Stantler Hair ×3 and Indeedee Fur ×3
tm129,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store (The Indigo Disk),true,false,true,,,15,battle-points,,Only in The Indigo Disk,
tm130,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,10,battle-points,,Only available during The Indigo Disk,
tm130,scarlet,crafting,recipe,,TM Machine,true,false,true,,,400,league-points,,,Requires Eevee Fur ×1
tm130,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,10,battle-points,,Only available during The Indigo Disk,
tm130,violet,crafting,recipe,,TM Machine,true,false,true,,,400,league-points,,,Requires Eevee Fur ×1
tm131,scarlet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Rellor Mud ×5, Petilil Leaf ×3, Kricketot Shell ×3"
tm131,violet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Rellor Mud ×5, Petilil Leaf ×3, Kricketot Shell ×3"
tm133,scarlet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Silicobra Sand ×5, Shellos Mud ×3, Barboach Slime ×3"
tm133,the-indigo-disk,exchange,,blueberry-academy,"Blueberry Academy Store, Coastal Biome",true,false,true,,,50,battle-points,,,
tm133,violet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Silicobra Sand ×5, Shellos Mud ×3, Barboach Slime ×3"
tm134,scarlet,crafting,recipe,casseroya-lake,"East Province (Area One), TM Machine",true,false,true,,,3000,league-points,,,"Requires Falinks Sweat ×3, Heracross Claw ×3, and Mankey Fur ×3"
tm134,violet,crafting,recipe,casseroya-lake,"East Province (Area One), TM Machine",true,false,true,,,3000,league-points,,,"Requires Falinks Sweat ×3, Heracross Claw ×3, and Mankey Fur ×3"
tm136,scarlet,crafting,recipe,levincia,TM Machine,true,false,true,,,3000,league-points,,,
tm136,violet,crafting,recipe,levincia,TM Machine,true,false,true,,,3000,league-points,,,
tm137,scarlet,crafting,recipe,,TM Machine,true,false,true,,,3000,league-points,,,"Requires Flabébé Pollen ×3, Sunkern Leaf ×3, and Fomantis Leaf ×3"
tm137,violet,crafting,recipe,,TM Machine,true,false,true,,,3000,league-points,,,"Requires Flabébé Pollen ×3, Sunkern Leaf ×3, and Fomantis Leaf ×3"
tm138,scarlet,crafting,item-printer,,TM Machine,true,false,true,,,3000,league-points,,,Also requires crafting materials
tm138,violet,crafting,item-printer,,TM Machine,true,false,true,,,3000,league-points,,,Also requires crafting materials
tm139,scarlet,crafting,recipe,,TM Machine,true,false,true,,,3000,league-points,,,"Requires Klefki Key ×3, Igglybuff Fluff ×3, Flabébé Pollen ×3"
tm139,violet,crafting,recipe,,TM Machine,true,false,true,,,3000,league-points,,,"Requires Klefki Key ×3, Igglybuff Fluff ×3, Flabébé Pollen ×3"
tm140,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store (Polar Biome),true,false,true,,,25,battle-points,,Only in The Indigo Disk,
tm140,scarlet,crafting,recipe,area-zero,TM Machine,true,false,true,,,5000,league-points,,,"Requires Meowth Fur ×3, Spiritomb Fragment ×3, Tatsugiri Scales ×3"
tm140,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store (Polar Biome),true,false,true,,,25,battle-points,,Only in The Indigo Disk,
tm140,violet,crafting,recipe,area-zero,TM Machine,true,false,true,,,5000,league-points,,,"Requires Meowth Fur ×3, Spiritomb Fragment ×3, Tatsugiri Scales ×3"
tm141,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,1,,60,battle-points,,Only in The Indigo Disk,
tm141,scarlet,crafting,recipe,,TM Machine,true,false,true,1,,12000,league-points,,,Available at multiple locations including Casseroya Lake and provinces; additional locations in The Teal Mask and The Indigo Disk
tm141,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,1,,60,battle-points,,Only in The Indigo Disk,
tm141,violet,crafting,recipe,,TM Machine,true,false,true,1,,12000,league-points,,,Available at multiple locations including Casseroya Lake and provinces; additional locations in The Teal Mask and The Indigo Disk
tm142,scarlet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Finizen Mucus ×5, Finneon Scales ×3, and Luvdisc Scales ×3"
tm142,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm142,violet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Finizen Mucus ×5, Finneon Scales ×3, and Luvdisc Scales ×3"
tm142,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm143,scarlet,crafting,recipe,area-zero,TM Machine,true,false,true,,,12000,league-points,,,Requires additional Pokémon materials
tm143,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm143,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm143,violet,crafting,recipe,area-zero,TM Machine,true,false,true,,,12000,league-points,,,Requires additional Pokémon materials
tm144,scarlet,crafting,recipe,east-paldean-sea,TM Machine,true,false,true,,,8000,league-points,,,Also obtainable in The Indigo Disk at Torchlit Labyrinth
tm144,violet,crafting,recipe,east-paldean-sea,TM Machine,true,false,true,,,8000,league-points,,,Also obtainable in The Indigo Disk at Torchlit Labyrinth
tm145,scarlet,crafting,recipe,east-paldean-sea,TM Machine,true,false,true,,,8000,league-points,,,Also available only in The Indigo Disk at Torchlit Labyrinth
tm145,violet,crafting,recipe,east-paldean-sea,TM Machine,true,false,true,,,8000,league-points,,,Also available only in The Indigo Disk at Torchlit Labyrinth
tm146,scarlet,crafting,recipe,east-paldean-sea,TM Machine,true,false,true,,,8000,league-points,,,Also available in Torchlit Labyrinth in The Indigo Disk
tm146,violet,crafting,recipe,east-paldean-sea,TM Machine,true,false,true,,,8000,league-points,,,Also available in Torchlit Labyrinth in The Indigo Disk
tm147,scarlet,crafting,recipe,north-province-area-two,TM Machine,true,false,true,,,10000,league-points,,Only in The Teal Mask: Paradise Barrens,"Requires Shinx Fang ×5, Pichu Fur ×3, Tynamo Slime ×3"
tm147,violet,crafting,recipe,north-province-area-two,TM Machine,true,false,true,,,10000,league-points,,Only in The Teal Mask: Paradise Barrens,"Requires Shinx Fang ×5, Pichu Fur ×3, Tynamo Slime ×3"
tm148,scarlet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Croagunk Poison ×5, Grimer Toxin ×3, Foongus Spores ×3"
tm148,scarlet,exchange,,,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm148,violet,exchange,,,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm148,violet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Croagunk Poison ×5, Grimer Toxin ×3, Foongus Spores ×3"
tm149,scarlet,crafting,recipe,cascarrafa,TM Machine,true,false,true,,,12000,league-points,,,"Requires Phanpy Nail ×5, Diglett Dirt ×3, Barboach Slime ×3"
tm149,scarlet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm149,violet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm149,violet,crafting,recipe,cascarrafa,TM Machine,true,false,true,,,12000,league-points,,,"Requires Phanpy Nail ×5, Diglett Dirt ×3, Barboach Slime ×3"
tm150,scarlet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Rolycoly Coal ×5, Rockruff Rock ×3, Klawf Claw ×3"
tm150,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm150,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm150,violet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Rolycoly Coal ×5, Rockruff Rock ×3, Klawf Claw ×3"
tm151,scarlet,crafting,recipe,timeless-woods,TM Machine,true,false,true,1,,10000,league-points,,Only in The Teal Mask,"Requires Sinistea Chips ×5, Shuppet Scrap ×3, Greavard Wax ×3"
tm151,scarlet,crafting,recipe,inlet-grotto,TM Machine,true,false,true,1,,10000,league-points,,,"Requires Sinistea Chips ×5, Shuppet Scrap ×3, Greavard Wax ×3"
tm151,violet,crafting,recipe,inlet-grotto,TM Machine,true,false,true,1,,10000,league-points,,,"Requires Sinistea Chips ×5, Shuppet Scrap ×3, Greavard Wax ×3"
tm151,violet,crafting,recipe,timeless-woods,TM Machine,true,false,true,1,,10000,league-points,,Only in The Teal Mask,"Requires Sinistea Chips ×5, Shuppet Scrap ×3, Greavard Wax ×3"
tm152,scarlet,crafting,recipe,,TM Machine,true,false,true,,,14000,league-points,,,"Requires Tauros Hair ×8, Zangoose Claw ×5, and Slakoth Fur ×3."
tm152,violet,crafting,recipe,,TM Machine,true,false,true,,,14000,league-points,,,"Requires Tauros Hair ×8, Zangoose Claw ×5, and Slakoth Fur ×3."
tm153,scarlet,crafting,recipe,north-province-area-one,TM Machine,true,false,true,,,14000,league-points,,,"Requires Houndour Fang ×8, Charcadet Soot ×5, Growlithe Fur ×3"
tm153,violet,crafting,recipe,north-province-area-one,TM Machine,true,false,true,,,14000,league-points,,,"Requires Houndour Fang ×8, Charcadet Soot ×5, Growlithe Fur ×3"
tm154,scarlet,crafting,recipe,north-province-area-one,TM Machine,true,false,true,1,,14000,league-points,,,Only in The Indigo Disk: Coastal Biome
tm154,violet,crafting,recipe,north-province-area-one,TM Machine,true,false,true,1,,14000,league-points,,,Only in The Indigo Disk: Coastal Biome
tm155,scarlet,crafting,recipe,north-province-area-one,TM Machine,true,false,true,,,14000,league-points,,Only in The Indigo Disk: Canyon Biome,
tm155,violet,crafting,recipe,north-province-area-one,TM Machine,true,false,true,,,14000,league-points,,Only in The Indigo Disk: Canyon Biome,
tm156,scarlet,crafting,recipe,area-zero,TM Machine,true,false,true,,,12000,league-points,,,"Requires Axew Scales x5, Dratini Scales x3, Frigibax Scales x3"
tm156,scarlet,shop,vendor,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm156,violet,crafting,recipe,area-zero,TM Machine,true,false,true,,,12000,league-points,,,"Requires Axew Scales x5, Dratini Scales x3, Frigibax Scales x3"
tm156,violet,shop,vendor,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm157,scarlet,overworld,visible,alfornada-cavern,,false,false,true,,,,,,,
tm157,scarlet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Litleo Tuft ×5, Numel Lava ×3, Capsakid Seed ×3"
tm157,the-indigo-disk,shop,specialty-shop,blueberry-academy-store,,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm157,violet,overworld,visible,glaseado-mountain,,false,false,true,,,,,,,
tm158,scarlet,crafting,craftworks,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Flamigo Down ×5, Meditite Sweat ×3, Impidimp Hair ×3"
tm158,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm158,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm158,violet,crafting,craftworks,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Flamigo Down ×5, Meditite Sweat ×3, Impidimp Hair ×3"
tm159,scarlet,crafting,recipe,area-zero,TM Machine,true,false,true,,,12000,league-points,,,"Requires Bounsweet Sweat ×5, Tropius Leaf ×3, Toedscool Flaps ×3"
tm159,violet,crafting,recipe,area-zero,TM Machine,true,false,true,,,12000,league-points,,,"Requires Bounsweet Sweat ×5, Tropius Leaf ×3, Toedscool Flaps ×3"
tm160,scarlet,shop,specialty-shop,blueberry-academy-store,Canyon Biome,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm160,scarlet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Swablu Fluff ×5, Oricorio Feather ×3, Wingull Feather ×3"
tm160,violet,shop,specialty-shop,blueberry-academy-store,Canyon Biome,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm160,violet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Swablu Fluff ×5, Oricorio Feather ×3, Wingull Feather ×3"
tm161,scarlet,crafting,recipe,levincia,TM Machine,true,false,true,,,5000,league-points,,,"Requires Hatenna Dust ×3, Bronzor Fragment ×3, Gothita Eyelash ×3"
tm161,scarlet,overworld,visible,fellhorn-gorge,Only in The Teal Mask,false,false,true,,,,,,The Teal Mask,
tm161,violet,crafting,recipe,levincia,TM Machine,true,false,true,,,5000,league-points,,,"Requires Hatenna Dust ×3, Bronzor Fragment ×3, Gothita Eyelash ×3"
tm161,violet,shop,specialty-shop,blueberry-academy,"Academy Store, Canyon Biome",true,false,true,,,25,battle-points,,The Indigo Disk,
tm162,scarlet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Kricketot Shell ×5, Combee Honey ×3, Venonat Fang ×3"
tm162,scarlet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm162,violet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,50,battle-points,,Only in The Indigo Disk,
tm162,violet,crafting,recipe,,TM Machine,true,false,true,,,10000,league-points,,,"Requires Kricketot Shell ×5, Combee Honey ×3, Venonat Fang ×3"
tm163,scarlet,crafting,recipe,,TM Machine,true,false,true,,,14000,league-points,,,"Requires Dratini Scales ×8, Goomy Goo ×5, Tauros Hair ×3"
tm163,scarlet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,70,battle-points,,Only in The Indigo Disk,
tm163,violet,exchange,,blueberry-academy,Blueberry Academy Store,true,false,true,,,70,battle-points,,Only in The Indigo Disk,
tm163,violet,crafting,recipe,,TM Machine,true,false,true,,,14000,league-points,,,"Requires Dratini Scales ×8, Goomy Goo ×5, Tauros Hair ×3"
tm164,scarlet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Starly Feather ×5, Rufflet Feather ×3, Rookidee Feather ×3"
tm164,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm164,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm164,violet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,,"Requires Starly Feather ×5, Rufflet Feather ×3, Rookidee Feather ×3"
tm165,scarlet,shop,vendor,blueberry-academy-store,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm165,scarlet,crafting,recipe,,"Alfornada, Area Zero",true,false,true,,,12000,league-points,,,"Requires Growlithe Fur ×5, Fletchling Feather ×3, Charcadet Soot ×3"
tm165,violet,crafting,recipe,,"Alfornada, Area Zero",true,false,true,,,12000,league-points,,,"Requires Growlithe Fur ×5, Fletchling Feather ×3, Charcadet Soot ×3"
tm165,violet,shop,vendor,blueberry-academy-store,Blueberry Academy Store,true,false,true,,,60,battle-points,,Only in The Indigo Disk,
tm166,scarlet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,1,,60,battle-points,,Only in The Indigo Disk,
tm166,scarlet,crafting,craftworks,,TM Machine,true,false,true,1,,12000,league-points,,,"Requires Dedenne Fur ×5, Pichu Fur ×3, Tynamo Slime ×3"
tm166,violet,shop,specialty-shop,blueberry-academy,Blueberry Academy Store,true,false,true,1,,60,battle-points,,Only in The Indigo Disk,
tm166,violet,crafting,craftworks,,TM Machine,true,false,true,1,,12000,league-points,,,"Requires Dedenne Fur ×5, Pichu Fur ×3, Tynamo Slime ×3"
tm167,scarlet,trainer-reward,trainer,,"Prize for defeating Eri, TM Machine",false,false,true,,,,,,,
tm167,violet,trainer-reward,trainer,,"Prize for defeating Eri, TM Machine",false,false,true,,,,,,,
tm168,scarlet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,"Available at TM Machines; recipe availability noted at Casseroya Lake, East Province (Area Three), North Province (Area One). Only in The Indigo Disk: Canyon Biome.","Requires Bounsweet Sweat ×5, Tropius Leaf ×3, Foongus Spores ×3."
tm168,violet,crafting,recipe,,TM Machine,true,false,true,,,12000,league-points,,"Available at TM Machines; recipe availability noted at Casseroya Lake, East Province (Area Three), North Province (Area One). Only in The Indigo Disk: Canyon Biome.","Requires Bounsweet Sweat ×5, Tropius Leaf ×3, Foongus Spores ×3."
tm169,scarlet,npc-defeat,,mesagoza,Prize for defeating Penny after completing Operation Starfall and Area Zero,false,false,true,,,,,,After completing Operation Starfall and Area Zero,
tm169,violet,npc-defeat,,mesagoza,Prize for defeating Penny after completing Operation Starfall and Area Zero,false,false,true,,,,,,After completing Operation Starfall and Area Zero,
tm170,scarlet,crafting,recipe,kitakami-wilds,TM Machine (The Teal Mask),true,false,true,,,14000,league-points,,Only in The Teal Mask,
tm170,scarlet,crafting,recipe,area-zero,North Province (Area Three) TM Machine,true,false,true,,,14000,league-points,,,
tm170,violet,crafting,recipe,kitakami-wilds,TM Machine (The Teal Mask),true,false,true,,,14000,league-points,,Only in The Teal Mask,
tm170,violet,crafting,recipe,area-zero,North Province (Area Three) TM Machine,true,false,true,,,14000,league-points,,,
