move_id,version_identifier,flavor_text
584,sun-moon,The user stirs up a fairy wind and strikes the target with it.
584,sword-shield,The user stirs up a fairy wind and strikes the target with it.
584,ultra-sun-ultra-moon,The user stirs up a fairy wind and strikes the target with it.
584,x-y,The user stirs up a fairy wind and strikes the target with it.
585,lets-go-pikachu-lets-go-eevee,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat."
585,omega-ruby-alpha-sapphire,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat."
585,sun-moon,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat."
585,sword-shield,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat."
585,ultra-sun-ultra-moon,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat."
585,x-y,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat."
586,lets-go-pikachu-lets-go-eevee,"The user attacks everything around it with the destructive power of a terrible, explosive sound."
586,omega-ruby-alpha-sapphire,"The user attacks everything around it with the destructive power of a terrible, explosive sound."
586,sun-moon,"The user attacks everything around it with the destructive power of a terrible, explosive sound."
586,sword-shield,"The user attacks everything around it with the destructive power of a terrible, explosive sound."
586,ultra-sun-ultra-moon,"The user attacks everything around it with the destructive power of a terrible, explosive sound."
586,x-y,"The user attacks everything around it with the destructive power of a terrible, explosive sound."
587,lets-go-pikachu-lets-go-eevee,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn."
587,omega-ruby-alpha-sapphire,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn."
587,sun-moon,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn."
587,sword-shield,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn."
587,ultra-sun-ultra-moon,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn."
587,x-y,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn."
588,lets-go-pikachu-lets-go-eevee,The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
588,omega-ruby-alpha-sapphire,The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
588,sun-moon,The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
588,sword-shield,The user takes a defensive stance while it protects itself from damage. It also lowers the Attack stat of any attacker that makes direct contact.
588,ultra-sun-ultra-moon,The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
588,x-y,The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
589,lets-go-pikachu-lets-go-eevee,"The user and the target become friends, and the target loses its will to fight. This lowers the target’s Attack stat."
589,omega-ruby-alpha-sapphire,"The user and the target become friends, and the target loses its will to fight. This lowers the target’s Attack stat."
589,sun-moon,"The user and the target become friends, and the target loses its will to fight. This lowers the target’s Attack stat."
589,sword-shield,"The user and the target become friends, and the target loses its will to fight. This lowers the target’s Attack stat."
589,ultra-sun-ultra-moon,"The user and the target become friends, and the target loses its will to fight. This lowers the target’s Attack stat."
589,x-y,"The user and the target become friends, and the target loses its will to fight. This lowers the target’s Attack stat."
590,lets-go-pikachu-lets-go-eevee,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
590,omega-ruby-alpha-sapphire,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
590,sun-moon,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
590,sword-shield,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
590,ultra-sun-ultra-moon,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
590,x-y,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
591,lets-go-pikachu-lets-go-eevee,The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply raise the user’s Defense stat.
591,omega-ruby-alpha-sapphire,The user whips up a storm of diamonds to damage opposing Pokémon. This may also raise the user’s Defense stat.
591,sun-moon,The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply raise the user’s Defense stat.
591,sword-shield,The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply raise the user’s Defense stat.
591,ultra-sun-ultra-moon,The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply raise the user’s Defense stat.
591,x-y,The user whips up a storm of diamonds to damage opposing Pokémon. This may also raise the user’s Defense stat.
592,lets-go-pikachu-lets-go-eevee,The user immerses the target in superheated steam. This may also leave the target with a burn.
592,omega-ruby-alpha-sapphire,The user immerses the target in superheated steam. This may also leave the target with a burn.
592,sun-moon,The user immerses the target in superheated steam. This may also leave the target with a burn.
592,sword-shield,The user immerses the target in superheated steam. This may also leave the target with a burn.
592,ultra-sun-ultra-moon,The user immerses the target in superheated steam. This may also leave the target with a burn.
592,x-y,The user immerses the target in superheated steam. This may also leave the target with a burn.
593,lets-go-pikachu-lets-go-eevee,"Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using a move such as Protect or Detect."
